Unnamed: 0.1	Unnamed: 0	idx	path	token	sentence	context	label_fold1	confidence_fold1	label_fold2	confidence_fold2	label_fold3	confidence_fold3	label_fold4	confidence_fold4	label_fold5	confidence_fold5	label_fold6	confidence_fold6	label_fold7	confidence_fold7	label_fold8	confidence_fold8	label_fold9	confidence_fold9	label_fold10	confidence_fold10	majority_label_1	majority_count_1	label_distribution_counts_1	majority_label_2	majority_count_2	label_distribution_counts_2	majority_label_3	majority_count_3	label_distribution_counts_3	majority_label_4	majority_count_4	label_distribution_counts_4	majority_label_5	majority_count_5	label_distribution_counts_5	majority_label_6	majority_count_6	label_distribution_counts_6	majority_label_7	majority_count_7	label_distribution_counts_7	majority_label_8	majority_count_8	label_distribution_counts_8	majority_label_9	majority_count_9	label_distribution_counts_9	majority_label_10	majority_count_10	label_distribution_counts_10
10	131	7772	3.0/1950/04/27/humor-der-distanz.xml.xml	erzählers	Sie sind die segnenden Elemente auch inHermann Kestens, dies großen deutschen, erst langsam wieder ins Bewußtsein der Leserschaft seiner Sprache gelangenden Erzählers, neuestem Roman „Die fremden Götter“ (Querido-Verlag, Amsterdam).	['Ein äußerstes Wagnis: das jüdische Schicksal in dieser Zeit humoristisch zuspiegeln, Franz Werfel, in seinem weise plänkelnden Spiel von Jacobowsky und dem Oberst, unternahm es noch während des Krieges.', 'Himmel und Meer Südfrankreichs gaben die versöhnliche Kulisse.', 'Sie sind die segnenden Elemente auch inHermann Kestens, dies großen deutschen, erst langsam wieder ins Bewußtsein der Leserschaft seiner Sprache gelangenden Erzählers, neuestem Roman „Die fremden Götter“ (Querido-Verlag, Amsterdam).', 'Das Exil hat bei Kesten den Humor der Distanz geschärft.', 'Dieser Emigrant ist ohne Bissigkeit geblieben, von einer epischen Gelassenheit, die keinen Grimm aufkommen läßt.']	b	0.9995957	b	0.99971336	b	0.9996942	b	0.7144887	b	0.9995751	b	0.9982463	b	0.9993186	b	0.99483067	b	0.9996804	b	0.99927634	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}
11	7238	1091327	3.0/2016/01/28/auszeichnungen-deutscher.xml	erzählers	"Eidinger (40) gelinge es meisterhaft, in ""Der Planet Trillaphon im Verhältnis zur Üblen Sache"" von David Foster Wallace die ""emotionale Achterbahnfahrt"" des depressiven Erzählers erlebbar zu machen, urteilte die Jury."	"['Köln (dpa) - Der Deutsche Hörbuchpreis für den besten Interpreten geht dieses Jahr an Lars Eidinger, erfolgreicher Bühnenschauspieler und dem Fernsehpublikum bekannt als Mörder aus dem Kieler ""Tatort"" ""Borowski und der stille Gast"".', 'Das teilte am Donnerstag der WDR in Köln mit, einer der wichtigsten Unterstützer des Preises.', 'Eidinger (40) gelinge es meisterhaft, in ""Der Planet Trillaphon im Verhältnis zur Üblen Sache"" von David Foster Wallace die ""emotionale Achterbahnfahrt"" des depressiven Erzählers erlebbar zu machen, urteilte die Jury.', 'Wallace war selbst schwer depressiv.', 'Den Preis als beste Interpretin bekommt die österreichische Schauspielerin Sophie Rois.']"	d	0.9996605	d	0.99953616	d	0.9995746	c	0.4902945	d	0.9994516	d	0.9983341	d	0.9981908	d	0.9984187	d	0.9988411	d	0.9990828	d	915	{'d': 915, 'c': 85}	d	903	{'d': 903, 'c': 97}	d	972	{'d': 972, 'c': 28}	d	981	{'d': 981, 'c': 19}	d	992	{'d': 992, 'c': 8}	d	995	{'d': 995, 'c': 5}	d	996	{'d': 996, 'c': 4}	d	997	{'d': 997, 'c': 3}	d	1000	{'d': 1000}	d	998	{'d': 998, 'c': 2}
12	7458	1147576	3.0/1993/12/03/der-weggeselle-der-rueck.xml	erzähler	Der Ungar László Krasznahorkai spricht, jedenfalls in der deutschen Übersetzung, schwülstig von seiner „Vorherbestimmung“ und reiht sich als Erzähler der nachkommunistischen Zeit Osteuropas selbstbewußt ein in eine Tradition der Geschichtserzählung, wie sie in Krisenzeiten die Führungsrolle übernimmt.	['Dante hat sie historisiert und mit Vergil besetzt, seinem „Weggesellen, der rücklings trägt sein Licht“.', 'Die Dichtung als Seherin der Zukunft und das Licht in ihrem Rücken, das in die Vergangenheit zurückleuchtet und der Gegenwart den Weg weist, diese Verse Dantes vertont Thomas Manns Adrian Leverkühn in seiner „Apocalipsis“.', 'Der Ungar László Krasznahorkai spricht, jedenfalls in der deutschen Übersetzung, schwülstig von seiner „Vorherbestimmung“ und reiht sich als Erzähler der nachkommunistischen Zeit Osteuropas selbstbewußt ein in eine Tradition der Geschichtserzählung, wie sie in Krisenzeiten die Führungsrolle übernimmt.', '(Genau wie Vergil auf der Wende von Antike zu christlich abendländischer Geschichte, wie Dante, der die scholastischen Bindungen des Mittelalters zerbricht, wie Thomas Mann als letzter Bürger.)', 'Krisenzeiten öffnen die Aussicht auf das Nicht-Eingelöste, das Unerlöste der Geschichte.']	b	0.99963164	b	0.99970067	b	0.9996904	b	0.7633132	b	0.99957365	b	0.9983576	b	0.9995016	b	0.99697065	b	0.9996643	b	0.9991929	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}
13	8209	1182203	3.0/2001/01/25/Die_Provinz_als_Zentrum..xml	erzähler	"Wie Kirsten über die Expeditionen des Vorschulkindes erzählt, das ins Untergehölz, in die ""hintersten Brennesselwinkel"" zieht, ahnt man in diesem verträumten und die Umgebung doch genau beobachtenden Streuner schon den Landschaftsdichter, der er wird (und auch als Erzähler bleibt)."	"['Wie derlei dumme Sprüche hat sich Kirsten auch viele Worte gemerkt, die längst nicht mehr gebraucht werden oder außerhalb seines Landstrichs nie bekannt waren: Eine Greisin wird als ""ausgebrackt"" bezeichnet, was das Wörterbuch der Brüder Grimm mit ""altes, unzuchtbares Vieh aussondern"" erklärt, von interessanten Tätigkeiten wie dem ""Vermaulieren"", ""Schlurksen"", ""Vertobaken"" und ""Zuscheln und Ruscheln"" lesen wir und von Kerlen, die man nur als ""Büttler"", ""linkische Runks"" oder ""Benimmse"" bezei chnen kann.', 'Die Lieblingsbeschäftigung des Kindes, das ein ""fauler Stauner"" war, scheint es gewesen zu sein, in dieser Landschaft nur ""einfach dazuliegen, zu beobachten, ins Tal und ins Dorf zu blicken, dem blanken Müßiggang zu obliegen"".', 'Wie Kirsten über die Expeditionen des Vorschulkindes erzählt, das ins Untergehölz, in die ""hintersten Brennesselwinkel"" zieht, ahnt man in diesem verträumten und die Umgebung doch genau beobachtenden Streuner schon den Landschaftsdichter, der er wird (und auch als Erzähler bleibt).', 'Innerhalb der Grenzen der Gemeinde konnte sich ein Kind damals noch völlig frei bewegen.', 'Aber es dauerte bis zum Sommer 1945, dass Kirsten zum ersten Mal aus seinem Dorf herauskommt und, mit zwölf Jahren, vom Vater, der eben aus der Kriegsgefangenschaft heimgekehrt war, in die Kreisstadt Meißen mitgenommen wurde.']"	b	0.5507785	b	0.9996315	b	0.9995864	b	0.4732274	b	0.91043085	b	0.99852294	b	0.9989831	b	0.99630874	d	0.9125663	b	0.9990163	b	902	{'b': 902, 'd': 98}	b	890	{'b': 890, 'd': 110}	b	969	{'b': 969, 'd': 31}	b	976	{'b': 976, 'd': 24}	b	990	{'b': 990, 'd': 10}	b	990	{'b': 990, 'd': 10}	b	991	{'b': 991, 'd': 9}	b	997	{'b': 997, 'd': 3}	b	999	{'b': 999, 'd': 1}	b	999	{'b': 999, 'd': 1}
14	5843	869108	3.0/1980/03/28/traenen-aus-dem-telefon..xml	erzähler	Dialog zwischen den Telephon-Partnern kann sich nie entwickeln, weil sich als Dritter der Erzähler Wellershoff in die Leitung schaltet.„Sie haben eine so warme Stimme“, seufzt die Frau.	['Tante Hedwig macht die Sache nicht viel klarer, wenn sie von der nächtlichen Telephonliebe mit lüstern gespitzten Lippen so spricht:„Die Worte kamen anderswo her, als würden sie wechselseitig abgerufen, und er merkte, daß er nicht rauskam aus dieser Trance ...', 'Die Gefahr entdeckt zu werden, war jetzt nur ein süßes, leckendes Gefühl innen in seinem Hals, der er sich in verwunderter Ohnmacht ergab, während ihre Stimme, ohne daß er wirklich zuhörte, einfach in ihn überging.“  Der Erzähler kann sich nie frei bewegen, ständig tritt ihm der Kommentator, die andere Hälfte seines literarischen Wesens, auf die Fersen.', 'Dialog zwischen den Telephon-Partnern kann sich nie entwickeln, weil sich als Dritter der Erzähler Wellershoff in die Leitung schaltet.„Sie haben eine so warme Stimme“, seufzt die Frau.', 'Wie bräche da das Gespräch zusammen, würde die Verlegenheit des fernmündlich Überfallenen Mannes geradezu spürbar, wenn wir seine Antwort zu lesen bekämen: „Sie dürfen nicht verzweifeln Wellershoff nimmt uns (und seinem Erzähl-Text) jede Spannung, wenn er uns vorher schon erklärt, wie wir diesen Satz hören und verstehen sollen: „Darauf wußte er nichts zu antworten.', 'Er war so wenig gefaßt auf dieses Gespräch, daß er sich ganz hilflos fühlte.']	b	0.9995432	b	0.999706	b	0.99964464	d	0.7218772	b	0.99899095	b	0.9985561	b	0.9990054	b	0.9958033	b	0.9965503	b	0.99932945	b	895	{'b': 895, 'd': 105}	b	897	{'b': 897, 'd': 103}	b	977	{'b': 977, 'd': 23}	b	962	{'b': 962, 'd': 38}	b	990	{'b': 990, 'd': 10}	b	992	{'b': 992, 'd': 8}	b	998	{'b': 998, 'd': 2}	b	998	{'b': 998, 'd': 2}	b	1000	{'b': 1000}	b	1000	{'b': 1000}
15	4566	695871	3.0/1958/04/17/bruessel-1958-das-glaese.xml	erzähler	– 20.50 Uhr: Heinrich Böll, der Romancier und Erzähler, hat auch Hörspiele (zum Beispiel „Die Spurlosen“) geschrieben.	['April, 17.20 Uhr: Wen schert es schon, daß es eine „Jugendstunde“ ist, da man den großen Charakterspieler Ernst Deutsch zu sehen und zu hören bekommt.', '„Wie ich angefangen habe“ heißt die Sendung.', '– 20.50 Uhr: Heinrich Böll, der Romancier und Erzähler, hat auch Hörspiele (zum Beispiel „Die Spurlosen“) geschrieben.', 'Täusche ich mich nicht, so hat ein gescheiter Dramaturg (ja, auch so etwas gibt es im Bereich des Sehfunks) den Einfall gehabt, Böll für das Fernsehen zu interessieren.', 'Dies hier scheint die erste Frucht zu sein: das Fernsehspiel „Stunde der Wahrheit“.']	b	0.99956065	b	0.9992987	b	0.99962974	b	0.5830763	b	0.9994747	b	0.9985814	b	0.9956163	b	0.9964504	b	0.99873096	b	0.9992749	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}
16	5643	860050	3.0/2007/05/31/Nachruf_auf_das_juedisch.xml	erzähler	Bis dem Erzähler gegen Ende seines mit geradezu kriminalistischer Akribie geschriebenen Berichts klar wird, »wie unmöglich es ist, andere Menschen wirklich zu kennen, in den Sinn ihres Handelns einzudringen«.	['Oder er erhält eine Audiokassette per Post, auf der die alte Tochter des einstigen Theaterautors und späteren Ehevermittlers ihre offensichtlich idealisierte Lebensgeschichte zum Besten gibt.', 'Zwischen diese spannend geschilderten, von Tangoreminiszenzen untermalten Szenen drängen sich schattengleich andere, behutsam angedeutete Bilder: die ungewöhnliche Karriere einer »Guerillera«, die Erinnerung an die Verfolgungen im Reiche des Zaren oder an die antisemitischen Ausschreitungen in Argentinien im Jahre 1919, das ferne Rumoren des Zweiten Weltkriegs.', 'Bis dem Erzähler gegen Ende seines mit geradezu kriminalistischer Akribie geschriebenen Berichts klar wird, »wie unmöglich es ist, andere Menschen wirklich zu kennen, in den Sinn ihres Handelns einzudringen«.', 'Robert Schopflocher Edgardo Cozarinsky: »Man nennt mich flatterhaft und was weiß ich...« Aus dem argentinischen Spanisch von Sabine Giersberg - Verlag Klaus Wagenbach, Berlin 2007 - 124 S., 16,50 Euro']	b	0.9994305	b	0.9996643	b	0.9996817	b	0.518416	b	0.9993691	b	0.9980781	b	0.99759173	b	0.9967443	b	0.99964154	b	0.9729513	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}
17	654	188747	3.0/1994/10/21/konte-geloescht.xml.xml	erzähler	Johnson war ein begabter und unglücklicher Mensch, der sich selber nicht gerne als Erzähler und Autobiograph verstand, sondern als Avantgardist.	['Johnson und Brinkmann sind große, dicke, ruppige Männer aus der Unterschicht, die einen naturwüchsigen Haß auf die da oben mit der Hoffnung, mittels ihres literarischen Werks dereinst zu eben jenen gehören zu dürfen, nicht in Einklang zu bringen vermochten und deren Tod sich als biographisch bedeutsamer, also literarischer Heldentod lesen läßt.', 'Im Text gerinnt diese aufreibende und unbefriedigende Lebenslage zu einer stilistischen Kraftmeierei, die zwar, Rezensentenformeln wie „Sprachzerleger“, „spleeniger Querkopf“, „literarische Revolution“ fast automatisch nach sich zieht, ja geradezu generiert, die aber die bleibende Qualität von Johnsons Prosa in den Hintergrund drängt.', 'Johnson war ein begabter und unglücklicher Mensch, der sich selber nicht gerne als Erzähler und Autobiograph verstand, sondern als Avantgardist.', 'So schrieb er jeden Roman nach einer anderen „Methode“, und in jedem zelebriert er den Willen, den bisherigen oder konventionellen Begriff des Romans zu überbieten, auf eine andere Weise.', '„Lebensabend“ etwa, genannt „geriatrische Komödie“, ist ein achtfacher innerer Monolog.']	b	0.99957734	b	0.99969757	b	0.99967957	b	0.7793067	b	0.9995036	b	0.99842334	b	0.999421	b	0.9972383	b	0.9997009	b	0.99931383	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}
18	2202	367444	3.0/1991/06/07/das-letzte.xml.xml	erzählers	Mithin: „So ist alles in eines überblendet“, was naturgemäß am Ende „zu einer neuen Justierung der Person des Erzählers führt“, das ist ja klar.	['Aber dann erging es uns seltsam: „Sich durch diese langen gewundenen Sätze hindurchlesend, meint man diese opake Dichte der Zeit oft buchstäblich vor Augen zu haben, weil einem auch alle Sicherheits-Orientierungen genommen sind, man wird hineingezogen in eine Welt tief unterhalb der Konventionalität unserer Lebensformen, in einen Bereich, wo unsere Welt gesellschaftlich nicht kontrolliert, überformt und auf Lösungen hin durchdacht ist, sondern noch durch Vulkanisches geprägt ist.“ Es ist schon so, daß wir diese opake Vulkanisierung buchstäblich vor den Augen fühlen, „wobei ein Bild immer ganz dicht aus dem anderen hervorquillt“.', 'Wir können es mit Händen greifen, und „da können auch das Verschmelzen der Toten, die im Massengrab aufeinander liegen, und das Liebespaar, das ebenfalls aufeinanderliegt, zu einem ähnlichen Bild werden“.', 'Mithin: „So ist alles in eines überblendet“, was naturgemäß am Ende „zu einer neuen Justierung der Person des Erzählers führt“, das ist ja klar.', 'Es ist eben nur so, daß „in der Zeit einer ungeheuren äußeren Beschleunigung unseres Lebens und zugleich einer schnell fortschreitenden Reduzierung von Komplexität“, daß wir da, diesen Linder-Text lesend, „spüren, wie sich unser Leben wieder verlangsamt“; unser Puls wird ruhiger, der Atem tiefer, die Lider sinken, das Herz wird leicht, der Kopf wird schwer.', 'Und unser kranker Nachbar auch.']	b	0.9161929	d	0.989279	d	0.7866473	d	0.51628274	d	0.99862015	b	0.995155	d	0.61325353	b	0.83006406	b	0.93714607	b	0.8565742	b	513	{'d': 487, 'b': 513}	d	511	{'d': 511, 'b': 489}	b	510	{'d': 490, 'b': 510}	d	503	{'b': 497, 'd': 503}	b	519	{'d': 481, 'b': 519}	d	503	{'d': 503, 'b': 497}	b	534	{'d': 466, 'b': 534}	d	525	{'b': 475, 'd': 525}	b	505	{'d': 495, 'b': 505}	b	500	{'b': 500, 'd': 500}
19	2407	372587	3.0/1991/09/27/ist-es-schoepfung-oder-i.xml	erzähler	In diesem seltsamen Gottesstaat, in dem sich die Religion mit der Aufklärung mühelos ins zivile Leben mogelte, hätte es auch Melville zu etwas bringen können, hätte unter dem wohlwollenden Schutz seiner Familie ein Longfellow werden können oder James Fenimore Cooper, ein richtigeramerikanischer Erzähler.	['Thomas Jefferson, der Autor der amerikanischen Unabhängigkeitserklärung, dritter Präsident des Landes, ein wahrhaft aufgeklärter Mann, hielt sich selbstverständlich seine Sklaven.', 'Im Süden war der Neger eine Arbeitseinheit wie jede andere; für ein Pferd waren schließlich auch keine Menschenrechte proklamiert worden.', 'In diesem seltsamen Gottesstaat, in dem sich die Religion mit der Aufklärung mühelos ins zivile Leben mogelte, hätte es auch Melville zu etwas bringen können, hätte unter dem wohlwollenden Schutz seiner Familie ein Longfellow werden können oder James Fenimore Cooper, ein richtigeramerikanischer Erzähler.', 'Dem Erwerbsstreben waren im frühkapitalistischen Amerika keine Grenzen gesetzt – warum sollte der Mann also nicht seine Bücher schreiben, solange sich damit Geld verdienen ließ?', 'Er aber zog den Mißerfolg vor, der kalvinistische Wettbewerb kümmerte ihn nicht, obwohl er dazu gepreßt werden sollte.']	b	0.97186804	b	0.9995708	b	0.9994881	b	0.5038792	b	0.9995586	b	0.99865305	b	0.99739826	b	0.99594265	b	0.9996846	b	0.9992255	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}
20	207	13953	3.0/1965/12/10/die-verantwortung-beim-s.xml	erzählers	Wohlgemerkt: geschildert, also untergebracht in nahezu perfekten Geschichten mit Anfang, Mitte und Ende, also, nach Ansicht des Erzählers, erledigt.	['Die Figur, die Salinger darzustellen sich bemüht und die er nicht darzustellen vermag, ist die des älteren Bruders des Erzählers Buddy: beide Mitglieder jener aus den früheren Büchern bekannten Glass-Familie.', 'Der Selbstmord von Seymour Glass war schon im letzten Absatz der Geschichte „Ein herrlicher Tag für Bananen-Fisch“, sein Hochzeitstag in der einen Geschichte des vorliegenden Bandes geschildert worden.', 'Wohlgemerkt: geschildert, also untergebracht in nahezu perfekten Geschichten mit Anfang, Mitte und Ende, also, nach Ansicht des Erzählers, erledigt.', 'Das „Versagen der letzten elf Jahre“, das der Ich-Erzähler hier reflektiert, besteht darin, daß er glaubte, eine Figur ließe sich in einer Geschichte mit einem Ende darstellen.', '„Willst du Schriftsteller sein oder Hersteller guter Geschichten?“ heißt es einmal.']	d	0.9958752	d	0.9995708	d	0.99959403	b	0.4494847	d	0.99953663	d	0.99912745	d	0.9997013	d	0.9993825	d	0.9996278	d	0.8758717	d	892	{'d': 892, 'b': 108}	d	913	{'d': 913, 'b': 87}	d	974	{'d': 974, 'b': 26}	d	972	{'d': 972, 'b': 28}	d	990	{'d': 990, 'b': 10}	d	986	{'d': 986, 'b': 14}	d	996	{'d': 996, 'b': 4}	d	996	{'d': 996, 'b': 4}	d	1000	{'d': 1000}	d	999	{'d': 999, 'b': 1}
21	7802	1161529	3.0/2005/08/04/Schnurstracks.xml.xml	erzähler	Gerade noch entkommt der Erzähler dem Untergang des großbürgerlichen Hauses und seiner selbstvergessenen Kunstliebhaber.	['Eine zweite Ratte rennt, dann folgen weitere.', 'Gefahr ist in Verzug, bereits öffnen sich Risse in den Mauern des venezianischen Palazzos, und bald schon reicht der Cembalistin das Wasser zum Knie - Zeit zu gehen.', 'Gerade noch entkommt der Erzähler dem Untergang des großbürgerlichen Hauses und seiner selbstvergessenen Kunstliebhaber.', 'Wolfgang Hildesheimer karikierte in seiner lieblosen Legende Das Ende einer Welt eine Gesellschaft, die Hochkultur als Fetisch praktiziert und damit zum Abgang verdammt ist.', '(Das war 1952, heute gibt es nicht einmal mehr das Sotun-als-ob, und die Kultur der Hauskonzerte ist so spurlos verschwunden, dass selbst die bittere Satire noch sentimental berührt.)']	d	0.99974674	d	0.99973994	d	0.9996662	d	0.59645516	d	0.999493	d	0.9991616	d	0.9997279	d	0.9980903	d	0.9968952	b	0.9985435	d	900	{'d': 900, 'b': 100}	d	891	{'d': 891, 'b': 109}	d	979	{'d': 979, 'b': 21}	d	971	{'d': 971, 'b': 29}	d	989	{'d': 989, 'b': 11}	d	991	{'d': 991, 'b': 9}	d	996	{'d': 996, 'b': 4}	d	996	{'d': 996, 'b': 4}	d	999	{'d': 999, 'b': 1}	d	998	{'d': 998, 'b': 2}
22	5699	862675	3.0/1979/03/23/zeitmosaik.xml.xml	erzähler	Den renommierten Berliner Soziologieprofessor und Erzähler Urs Jaeggi soll es 30 000 Mark kosten – in seinem von der gesamten Literaturkritik hochgelobten Roman „Brandeis“ hat er einen in Fachkreisen wenig angesehenen Kollegen durch literarische Schmährede zum Ruhm verholfen, ihn ein Brechmittel genannt, einen hochprozentigenboche und Schleimer, der mit großer Geste dümmste und widerliche Sachen gravitätisch vortrüge; Jaeggi spricht von einem elegant gekleideten Wortscheißer und Fasler – eine amüsante, verbal heftige Philippika, eine Karikatur im klassischen Sinne.	['Nun gibt es eine Preisliste für literarische Beschimpfungen; man kann jetzt als Autor sich entscheiden, wie teuer einem ein Gegner ist.', 'Den renommierten Berliner Soziologieprofessor und Erzähler Urs Jaeggi soll es 30 000 Mark kosten – in seinem von der gesamten Literaturkritik hochgelobten Roman „Brandeis“ hat er einen in Fachkreisen wenig angesehenen Kollegen durch literarische Schmährede zum Ruhm verholfen, ihn ein Brechmittel genannt, einen hochprozentigenboche und Schleimer, der mit großer Geste dümmste und widerliche Sachen gravitätisch vortrüge; Jaeggi spricht von einem elegant gekleideten Wortscheißer und Fasler – eine amüsante, verbal heftige Philippika, eine Karikatur im klassischen Sinne.', 'Die Geschichte der Literatur ist voll derlei Bösartigkeiten – von Schillers Lady Milford zu Thomas Manns Mijnheer Peeperkorn.', 'Gerne hat derlei gewiß nie jemand über sich gelesen, und Gerhart Hauptmann nahm Thomas Mann den Peeperkorn noch Jahrzehnte übel; als sein Schneider ihm ruhmsüchtig erzählte, im 1.']	b	0.9996288	b	0.9997261	b	0.9996941	b	0.6930784	b	0.99956745	b	0.9985618	b	0.99948347	b	0.99715173	b	0.99969876	b	0.9993505	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}
23	180	13029	3.0/1965/10/01/das-verletzte-rechtsbewu.xml	erzählers	Johnson nahm damals, im November 1961, das Recht des Erzählers in Anspruch, nichts als eine Geschichte zu erzählen.	['Ein Kinsey der deutschen Teilung, ein Marcel Proust unserer zerstrittenen Nachkriegsgeschichte – gewiß für viele eine ärgerliche und anstößige Situation.', 'In diesem Sinn hat sich der Autor selber anläßlich der bekannten Mailänder Kontroverse mit Hermann Kesten geäußert.', 'Johnson nahm damals, im November 1961, das Recht des Erzählers in Anspruch, nichts als eine Geschichte zu erzählen.', 'Er verbat sich die Absicht, mit dieser Geschichte politisch-moralisch Stellung zu nehmen.', 'Zum Streitgegenstand, der Berliner Mauer, sagte er:„Die ostdeutschen Kommunisten haben, als sie diese Mauer zogen, nicht die Absicht gehabt, unmoralisch zu handeln, sondern sie befanden sich in der Notwehr... Hier von Immoralität zu sprechen, heißt Geschichte mit moralischen Vorwürfen zu vermengen, heißt implizit zu sagen, der Kommunismus wäre immoralisch.']	b	0.99959344	b	0.99946684	b	0.9996642	b	0.633418	b	0.99951124	b	0.99865913	b	0.99931324	b	0.9970751	b	0.9995216	b	0.9993048	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}
24	3807	440213	3.0/2000/11/16/Album_der_Freunde_aus_de.xml	erzählerin	Barbara Honigmann ist eine große Erzählerin.	['Erst in ihrer neuen Umgebung sieht sie ihre Kreativität gefordert.', 'Anna nimmt teil an diesen unterschiedlichen Biografien, ist selbst, einer Nomadin gleich, noch auf der Suche nach einem emotionalen und intellektuellen Zuhause.', 'Barbara Honigmann ist eine große Erzählerin.', 'Das zeigt die künstlerisch gelungene Komposition und Anordnung der Briefe, die eine Lesespannung erzeugen, wie sie erfreulicherweise für den heutigen deutschsprachigen Roman wieder bezeichnend geworden ist.', 'Alle Korrespondenzpartner haben ein eigenes Profil, eine individuelle Aura, vermitteln durch ihre unterschiedlichen Alltagssprachen ein nuanciertes Bild ihrer Aspirationen und Krisen.']	b	0.9995227	b	0.99971336	b	0.9996767	b	0.5506089	b	0.9994517	b	0.99870825	b	0.9994929	b	0.9974371	b	0.9995478	b	0.9993393	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}
25	5711	862963	3.0/1979/03/02/lautlose-schreie.xml.xml	erzählerin	Wenn sich da die akademischen Ehemänner, wortreich dem Familienleben nachtrauernd, von Studentinnen träumend, in ihren Klausur-Kammern zur Nachtruhe begeben und jeder hofft, die Kollegen ahnten nichts vom jeweiligen häuslichen Elend, gelingt der (selber an Universitäten heimischen) Erzählerin ein entlarvendes Bild für die kaputten Beziehungen von Menschen, die nach Herkunft, Erziehung und Bildung geschaffen wären, Glück wenn nicht zu produzieren, so doch zu konservieren.	['Anderem Leben bleibt, auch wenn es ironisch abgewertet wird, sein Recht.', 'Solche Toleranz, bei böser Ironie, bewährt sich am schönsten in den satirischen Schilderungen aus dem Milieu der Universität in einer Provinz-Stadt.', 'Wenn sich da die akademischen Ehemänner, wortreich dem Familienleben nachtrauernd, von Studentinnen träumend, in ihren Klausur-Kammern zur Nachtruhe begeben und jeder hofft, die Kollegen ahnten nichts vom jeweiligen häuslichen Elend, gelingt der (selber an Universitäten heimischen) Erzählerin ein entlarvendes Bild für die kaputten Beziehungen von Menschen, die nach Herkunft, Erziehung und Bildung geschaffen wären, Glück wenn nicht zu produzieren, so doch zu konservieren.', 'Die Erzählungen von Joyce Carol Oates, mal sechs, mal dreißig Seiten umfassend, weisen ganz unaufdringlich über sich hinaus: Ihr Gleichnis-Charakter ist nicht zu übersehen.', 'Sanft nur berührt Joyce Carol Oates Wunden, an denen alles Leben blutet.']	b	0.99919766	b	0.9995914	b	0.9375938	b	0.6509508	b	0.9992532	b	0.99869883	b	0.99893016	b	0.99710494	b	0.99960774	b	0.9989791	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}
